Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
A Collection of Activision Classic Games for the Atari 2600,PS,1998.0,Misc,1.37,,,,,
Final Fantasy XII: Revenant Wings,DS,2007.0,Role-Playing,1.37,81.0,44.0,6.1,60.0,E10+
Call of Duty: Black Ops,Wii,2010.0,Shooter,1.37,80.0,25.0,5.8,87.0,M
Deus Ex: Human Revolution,PS3,2011.0,Shooter,1.37,89.0,50.0,8.2,682.0,M
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,1.37,86.0,67.0,8.6,140.0,T
Pocket Monsters Stadium,N64,1998.0,Strategy,1.37,,,,,
The Sims 2,PSP,2005.0,Simulation,1.37,65.0,17.0,6.9,32.0,T
Dead Rising 2,PS3,2010.0,Action,1.36,80.0,54.0,6.7,178.0,M
Ridge Racer 7,PS3,2006.0,Racing,1.36,78.0,45.0,7.1,52.0,E
Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,1.36,80.0,53.0,8.9,58.0,T
Need for Speed: The Run,X360,2011.0,Action,1.36,68.0,65.0,6.0,160.0,T
Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,1.36,75.0,21.0,7.8,30.0,E
Titanfall,X360,2014.0,Shooter,1.36,83.0,21.0,5.9,371.0,M
SingStar Abba,PS2,2008.0,Misc,1.36,64.0,11.0,7.13,,T
Gradius,NES,1986.0,Shooter,1.36,,,,,
Dragon Quest III: Soshite Densetsu e...,SNES,1996.0,Role-Playing,1.36,,,,,
Centipede,2600,1981.0,Shooter,1.36,,,,,
Dead to Rights,PS2,2002.0,Shooter,1.36,73.0,20.0,8.9,36.0,M
WWE '13,PS3,2012.0,Action,1.35,76.0,24.0,8.1,99.0,T
Dance Dance Revolution (Japan),PS,1999.0,Simulation,1.35,,,,,
Hasbro Family Game Night 2,Wii,2009.0,Misc,1.35,63.0,16.0,6.3,6.0,E
Madden NFL 98,PS,1997.0,Sports,1.35,,,,,
Gardening Mama,DS,2009.0,Puzzle,1.35,60.0,17.0,9.3,4.0,E
Burnout Paradise,X360,2008.0,Racing,1.35,88.0,68.0,6.9,279.0,E10+
Middle-Earth: Shadow of Mordor,XOne,2014.0,Action,1.35,87.0,12.0,8.0,585.0,M
MotorStorm: Pacific Rift,PS3,2008.0,Racing,1.35,82.0,63.0,8.0,318.0,T
Samurai Warriors,PS2,2004.0,Action,1.35,73.0,37.0,8.7,23.0,T
Battlefield 4,PC,2013.0,Shooter,1.35,81.0,52.0,6.0,3517.0,M
The Simpsons: Hit & Run,XB,2003.0,Racing,1.35,,,,,
Gears of War 4,XOne,2016.0,Shooter,1.35,84.0,96.0,6.2,815.0,M
SaGa Frontier,PS,1997.0,Role-Playing,1.35,,,,,
SingStar Party,PS2,2004.0,Misc,1.35,,,,,
FIFA Soccer 08,PSP,2007.0,Sports,1.35,79.0,7.0,7.4,15.0,E
FIFA Soccer 09,PSP,2008.0,Sports,1.35,84.0,8.0,8.9,21.0,E
Disney Princess: Enchanted Journey,Wii,2007.0,Adventure,1.35,,,4.3,4.0,E
FIFA Soccer 08,X360,2007.0,Sports,1.35,82.0,43.0,7.9,57.0,E
Test Drive,PS2,2002.0,Racing,1.34,73.0,19.0,7.4,23.0,T
Devil May Cry 4,X360,2008.0,Action,1.34,84.0,61.0,8.0,248.0,M
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,1.34,81.0,32.0,7.9,93.0,M
Metroid: Other M,Wii,2010.0,Action,1.34,79.0,71.0,6.5,482.0,T
Crysis 2,X360,2011.0,Action,1.34,84.0,72.0,7.5,533.0,M
Chrono Trigger,DS,2008.0,Role-Playing,1.34,92.0,57.0,8.9,440.0,E10+
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,1.34,84.0,56.0,7.3,147.0,T
Mortal Kombat 3,GEN,1994.0,Fighting,1.34,,,,,
Doom 3,XB,2005.0,Shooter,1.34,88.0,71.0,7.4,116.0,M
Tom Clancy's Rainbow Six: Siege,XOne,2015.0,Shooter,1.34,74.0,24.0,6.9,252.0,M
F1 2010,PS3,2010.0,Racing,1.34,84.0,46.0,7.8,83.0,E
Monster Hunter Freedom,PSP,2005.0,Role-Playing,1.34,71.0,34.0,8.6,78.0,T
Donkey Kong Jungle Beat,GC,2004.0,Platform,1.34,80.0,49.0,8.3,30.0,E10+
Need for Speed Carbon,PS2,2006.0,Racing,1.34,74.0,26.0,8.4,60.0,E10+
Lost Planet: Extreme Condition,X360,2006.0,Shooter,1.34,79.0,76.0,7.1,187.0,T
Command & Conquer: Red Alert 2,PC,2000.0,Strategy,1.34,,,,,
NBA 2K15,PS3,2014.0,Sports,1.34,,,3.5,22.0,E
Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,1.34,73.0,27.0,8.2,63.0,M
Battlefield: Bad Company,PS3,2008.0,Shooter,1.34,84.0,50.0,8.1,203.0,T
MVP Baseball 2004,PS2,2004.0,Sports,1.34,90.0,28.0,8.6,51.0,E
Yokai Watch 3,3DS,2016.0,Action,1.33,,,,,
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004.0,Platform,1.33,,,,,
Alan Wake,X360,2010.0,Action,1.33,83.0,100.0,8.1,1156.0,T
Spider-Man: The Movie,GBA,2002.0,Action,1.33,,,,,
WWF War Zone,N64,1998.0,Fighting,1.33,,,,,
Tony Hawk's Pro Skater,GB,2000.0,Sports,1.33,,,,,
The Sims: Bustin' Out,GBA,2003.0,Simulation,1.33,,,,,
Triple Play 2001,PS,2000.0,Sports,1.33,,,,,
Metroid Prime 2: Echoes,GC,2004.0,Shooter,1.33,92.0,60.0,8.8,279.0,T
The Elder Scrolls V: Skyrim,PS4,2016.0,Role-Playing,1.33,,,,,
Corvette,PS2,2004.0,Racing,1.33,57.0,15.0,6.5,21.0,E
WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,1.33,74.0,27.0,7.3,41.0,T
Skylanders SWAP Force,X360,2013.0,Platform,1.32,83.0,37.0,5.7,45.0,E10+
Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,1.32,93.0,85.0,8.3,280.0,M
UFC Undisputed 2010,X360,2010.0,Fighting,1.32,84.0,70.0,6.7,80.0,T
World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,1.32,91.0,47.0,7.5,930.0,T
Gyromite,NES,1985.0,Puzzle,1.32,,,,,
TOCA 2: Touring Cars,PS,1998.0,Racing,1.32,,,,,
NFL 2K3,PS2,2002.0,Sports,1.32,93.0,20.0,7.4,25.0,E
Assassin's Creed III: Liberation,PSV,2012.0,Action,1.32,70.0,71.0,7.2,318.0,M
Fighting Force,PS,1997.0,Fighting,1.32,,,,,
Petz Wild Animals: Dolphinz,DS,2007.0,Simulation,1.32,,,7.13,,E
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003.0,Role-Playing,1.32,,,,,
Your Shape: Fitness Evolved,X360,2010.0,Sports,1.32,73.0,32.0,7.5,25.0,E
Need for Speed Underground Rivals,PSP,2005.0,Racing,1.32,74.0,36.0,8.5,38.0,E
Madden NFL 97,PS,1996.0,Sports,1.32,,,,,
The ICO & Shadow of the Colossus Collection,PS3,2011.0,Adventure,1.31,,,,,
TNN Motor Sports Hardcore 4x4,PS,1996.0,Racing,1.31,,,,,
MAG: Massive Action Game,PS3,2010.0,Shooter,1.31,,,,,
IHRA Drag Racing 2,PS2,2002.0,Racing,1.31,,,7.4,63.0,E
Rage,PS3,2011.0,Shooter,1.31,81.0,37.0,6.2,353.0,M
LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,1.31,79.0,42.0,8.0,52.0,E10+
Madagascar,PS2,2005.0,Platform,1.31,69.0,25.0,7.4,25.0,E10+
The Witcher 3: Wild Hunt,XOne,2015.0,Role-Playing,1.31,91.0,13.0,9.2,3963.0,M
Rugrats Studio Tour,PS,1999.0,Adventure,1.31,,,,,
Pitfall II: Lost Caverns,2600,1983.0,Platform,1.31,,,,,
Turok: Evolution,PS2,2002.0,Shooter,1.31,61.0,20.0,7.3,27.0,M
[Prototype],X360,2009.0,Action,1.31,78.0,83.0,7.8,356.0,M
Burnout 3: Takedown,XB,2004.0,Racing,1.31,94.0,76.0,7.2,139.0,T
The Beatles: Rock Band,X360,2009.0,Misc,1.3,89.0,76.0,8.6,127.0,T
Adventure,2600,,Adventure,1.3,,,,,
Yu-Gi-Oh! The Sacred Cards,GBA,2002.0,Role-Playing,1.3,,,,,
NBA Live 07,PS2,2006.0,Sports,1.3,63.0,12.0,6.0,39.0,E
Yoshi's Woolly World,WiiU,2015.0,Platform,1.3,78.0,83.0,8.5,376.0,E
Skylanders Giants,X360,2012.0,Action,1.3,80.0,35.0,6.6,38.0,E10+
SingStar '80s,PS2,2005.0,Misc,1.3,78.0,22.0,8.3,6.0,T
Romancing SaGa 3,SNES,1995.0,Role-Playing,1.3,,,,,
Test Drive 5,PS,1997.0,Racing,1.3,,,,,
Tekken 6,X360,2009.0,Fighting,1.3,80.0,59.0,7.0,132.0,T
Assassin's Creed Syndicate,XOne,2015.0,Action,1.3,78.0,22.0,6.1,402.0,M
Digimon World,PS,1999.0,Role-Playing,1.3,,,,,
Far Cry 4,PS3,2014.0,Shooter,1.29,,,7.3,113.0,M
Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,1.29,68.0,25.0,8.2,25.0,E
LEGO Batman: The Videogame,PS3,2008.0,Action,1.29,75.0,24.0,7.7,33.0,E10+
Mega Man Battle Network 3 Blue / White Version,GBA,2002.0,Role-Playing,1.29,,,,,
Resident Evil Zero,GC,2002.0,Action,1.29,,,,,
High School Musical 3: Senior Year DANCE!,Wii,2008.0,Misc,1.29,,,,,
Crysis 2,PS3,2011.0,Action,1.29,85.0,54.0,7.2,406.0,M
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,1.29,49.0,10.0,6.2,5.0,E
Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,1.29,,,,,
Namco Museum DS,DS,2007.0,Misc,1.29,67.0,19.0,5.9,8.0,E
Deal or No Deal,Wii,2009.0,Misc,1.29,56.0,4.0,5.0,5.0,E
Transformers,PS2,2004.0,Shooter,1.29,75.0,51.0,8.6,27.0,T
Dying Light,XOne,2015.0,Action,1.29,74.0,26.0,7.8,387.0,M
Fallout 4,PC,2015.0,Role-Playing,1.29,84.0,38.0,5.4,7512.0,M
Sonic Colors,DS,2010.0,Platform,1.29,79.0,26.0,7.9,66.0,E
Assassin's Creed: Rogue,PS3,2014.0,Action,1.29,72.0,53.0,7.5,292.0,M
EA Playground,Wii,2007.0,Sports,1.29,66.0,32.0,7.6,30.0,E
Midnight Club 3: DUB Edition (America weekly sales),PS2,2005.0,Racing,1.29,,,,,
Gold's Gym: Cardio Workout,Wii,2008.0,Sports,1.28,,,8.4,13.0,E
The Elder Scrolls Online,XOne,2015.0,Role-Playing,1.28,77.0,11.0,8.4,613.0,M
Champions of Norrath,PS2,2004.0,Role-Playing,1.28,85.0,51.0,8.4,57.0,T
LEGO Batman: The Videogame,PSP,,Action,1.28,73.0,5.0,7.4,10.0,E10+
Yakuman,GB,1989.0,Misc,1.28,,,,,
Army Men 3D,PS,1999.0,Action,1.28,,,,,
Imagine: Wedding Designer,DS,2008.0,Simulation,1.28,,,7.13,,E
Twisted Metal 4,PS,1999.0,Racing,1.28,,,,,
Manhunt,PS2,2003.0,Action,1.28,76.0,47.0,8.3,136.0,M
Need for Speed Carbon,Wii,2006.0,Racing,1.28,67.0,21.0,7.3,26.0,E10+
Silent Hill 2,PS2,2001.0,Action,1.28,89.0,34.0,8.9,557.0,M
Castlevania: Symphony of the Night,PS,1997.0,Platform,1.27,93.0,12.0,9.4,358.0,T
Guitar Hero: Aerosmith,Wii,2008.0,Misc,1.27,73.0,16.0,7.2,19.0,T
The LEGO Movie Videogame,X360,2014.0,Action,1.27,69.0,8.0,7.2,26.0,E10+
The Sims 2: Nightlife,PC,2005.0,Simulation,1.27,76.0,31.0,6.6,71.0,T
Dark Souls II,PS3,2014.0,Role-Playing,1.27,91.0,69.0,8.1,1107.0,T
Kid Icarus: Uprising,3DS,2012.0,Action,1.27,83.0,75.0,8.7,487.0,E10+
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,1.27,59.0,46.0,6.3,134.0,E
LEGO Batman: The Videogame,PS2,2008.0,Action,1.27,77.0,8.0,8.9,17.0,E10+
Road Rash,PS,1995.0,Racing,1.27,,,,,
Atlantis,2600,1981.0,Shooter,1.27,,,,,
NBA 2K9,X360,2008.0,Sports,1.27,84.0,32.0,7.2,44.0,E
Tony Hawk's Underground,XB,2003.0,Sports,1.27,85.0,33.0,9.1,26.0,T
Hogan's Alley,NES,1984.0,Shooter,1.27,,,,,
Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action,1.27,75.0,70.0,6.2,1311.0,M
Mystery Case Files: MillionHeir,DS,2008.0,Adventure,1.27,65.0,28.0,7.13,,E
.hack//Infection Part 1,PS2,2002.0,Role-Playing,1.27,75.0,35.0,8.5,60.0,T
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008.0,Sports,1.27,30.0,4.0,2.0,23.0,E
Valkyria Chronicles,PS3,2008.0,Role-Playing,1.27,86.0,60.0,8.6,433.0,T
WWE '12,X360,2011.0,Fighting,1.27,71.0,52.0,6.3,89.0,T
Sonic Adventure DX: Director's Cut,GC,2003.0,Platform,1.27,57.0,27.0,7.9,139.0,E
Jet Li: Rise to Honor,PS2,2004.0,Action,1.27,,,,,
Battle Arena Toshinden,PS,1994.0,Fighting,1.27,69.0,4.0,6.3,4.0,T
WWE '13,X360,2012.0,Action,1.27,78.0,46.0,8.0,110.0,T
Final Fantasy X / X-2 HD Remaster,PS3,2013.0,Role-Playing,1.27,85.0,50.0,8.5,332.0,T
Need for Speed Rivals,PS3,2013.0,Racing,1.27,80.0,6.0,4.9,123.0,E10+
EA Sports Active 2,Wii,2010.0,Sports,1.26,79.0,8.0,8.1,22.0,E
Rockstar Games presents Table Tennis,Wii,2007.0,Sports,1.26,68.0,36.0,5.8,21.0,E
Devil Dice,PS,1998.0,Puzzle,1.26,,,,,
Football Manager 2011,PC,2010.0,Sports,1.26,85.0,23.0,8.4,77.0,E
Brian Lara Cricket,PS,1998.0,Sports,1.26,,,,,
Championship Manager 03/04,PC,2003.0,Sports,1.26,,,,,
Wheel of Fortune,PS,1998.0,Misc,1.26,,,,,
Tamagotchi Connection: Corner Shop,DS,2005.0,Simulation,1.26,59.0,20.0,7.7,6.0,E
Tomb Raider: Underworld,PS3,2008.0,Action,1.26,75.0,42.0,7.2,166.0,T
Kung Fu Panda,DS,2008.0,Action,1.25,,,,,
LEGO Battles,DS,2009.0,Strategy,1.25,65.0,29.0,8.9,51.0,E
NBA Live 2001,PS,2000.0,Sports,1.25,86.0,10.0,8.0,6.0,E
Saints Row IV,PS3,2013.0,Action,1.25,76.0,26.0,6.3,278.0,M
Star Wars: The Force Unleashed,PS2,2008.0,Action,1.25,68.0,7.0,7.4,33.0,T
Combat,2600,,Action,1.25,,,,,
Watch Dogs,X360,2014.0,Action,1.25,,,5.0,332.0,M
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,1.25,63.0,64.0,6.9,223.0,M
Dragon Ball: Daimaou Fukkatsu,NES,1988.0,Role-Playing,1.25,,,,,
Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987.0,Role-Playing,1.25,,,,,
Reel Fishing,PS,1996.0,Sports,1.25,,,,,
Need for Speed: Most Wanted,X360,2005.0,Racing,1.25,83.0,54.0,8.5,134.0,T
Pokemon XD: Gale of Darkness,GC,2005.0,Role-Playing,1.25,64.0,27.0,8.3,74.0,E
Black,PS2,2006.0,Shooter,1.25,79.0,62.0,8.4,194.0,M
Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,1.25,86.0,32.0,7.6,81.0,M
LittleBigPlanet PS Vita,PSV,2012.0,Platform,1.25,88.0,71.0,8.6,348.0,E
Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,1.25,69.0,44.0,8.8,190.0,E
RollerCoaster Tycoon 2,PC,2002.0,Strategy,1.25,74.0,22.0,8.5,135.0,E
Ratatouille,DS,2007.0,Action,1.25,,,,,
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,1.25,52.0,37.0,6.2,106.0,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,1.25,87.0,45.0,8.6,34.0,T
Road Rash 3D,PS,1998.0,Racing,1.25,,,,,
Ratchet: Deadlocked,PS2,2005.0,Shooter,1.24,81.0,51.0,8.9,155.0,T
Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,1.24,52.0,15.0,6.8,4.0,E
Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,1.24,87.0,29.0,8.3,90.0,T
Oddworld: Abe's Oddysee,PS,1997.0,Platform,1.24,85.0,10.0,9.0,96.0,T
Ridge Racer V,PS2,2000.0,Action,1.24,78.0,20.0,7.7,6.0,E
WWE SmackDown vs. Raw 2009,PS2,2008.0,Fighting,1.24,78.0,9.0,6.9,34.0,T
Tetris 2 (All region sales),GB,1992.0,Puzzle,1.24,,,,,
LEGO Harry Potter: Years 5-7,Wii,,Action,1.24,76.0,8.0,7.8,13.0,E10+
Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,1.24,61.0,44.0,8.1,54.0,T
[Prototype],PS3,2009.0,Action,1.24,79.0,53.0,7.7,308.0,M
Transformers: Autobots / Decepticons,DS,2007.0,Action,1.24,,,,,
FIFA Street,PS3,2012.0,Sports,1.23,76.0,36.0,6.4,66.0,E
Frogger: The Great Quest,PS2,2001.0,Platform,1.23,32.0,6.0,4.6,29.0,E
Madden NFL 17,XOne,2016.0,Sports,1.23,83.0,30.0,5.9,39.0,E
Ninja Gaiden,XB,2004.0,Action,1.23,91.0,89.0,8.8,152.0,M
Cars 2,DS,2011.0,Racing,1.23,,,,,
Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,1.23,70.0,16.0,8.1,19.0,E
Driv3r,PS2,2004.0,Racing,1.23,57.0,51.0,5.5,102.0,M
Assassin's Creed: Bloodlines,PSP,2009.0,Action,1.23,63.0,38.0,7.2,69.0,M
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003.0,Misc,1.23,,,,,
Kingdom Hearts II,PS3,2014.0,Role-Playing,1.23,,,,,
LEGO The Lord of the Rings,X360,2012.0,Action,1.23,80.0,49.0,8.5,73.0,E10+
Kirby Tilt 'n' Tumble,GB,2000.0,Puzzle,1.23,,,,,
SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003.0,Platform,1.23,,,7.3,6.0,E
Vigilante 8,PS,1998.0,Racing,1.23,,,,,
Hyrule Warriors,WiiU,2014.0,Action,1.23,76.0,81.0,8.3,662.0,T
Castlevania,NES,1986.0,Platform,1.23,,,,,
Donkey Kong Country 2,GBA,2004.0,Platform,1.23,80.0,22.0,9.1,37.0,E
Guitar Hero: Aerosmith,X360,2008.0,Misc,1.23,70.0,59.0,6.7,48.0,T
"WarioWare, Inc.: Mega MicroGame$",GBA,2003.0,Puzzle,1.23,,,,,
Need for Speed Carbon,PS3,2006.0,Racing,1.23,75.0,31.0,7.3,42.0,E10+
Ben 10: Protector of Earth,Wii,2007.0,Action,1.23,63.0,6.0,7.7,9.0,E10+
2010 FIFA World Cup South Africa,PS3,2010.0,Sports,1.23,82.0,56.0,7.8,57.0,E
Tales of Xillia,PS3,2011.0,Role-Playing,1.22,78.0,65.0,8.2,468.0,T
Diddy Kong Racing DS,DS,2007.0,Racing,1.22,63.0,39.0,7.5,27.0,E
Mario Power Tennis,GC,2004.0,Sports,1.22,80.0,43.0,8.5,48.0,E
Intelligent Qube,PS,1997.0,Puzzle,1.22,,,,,
Pac-Man,NES,1984.0,Puzzle,1.22,,,,,
Game & Watch Gallery 2,GB,1997.0,Misc,1.22,,,,,
Game & Watch Gallery 3,GB,1999.0,Misc,1.22,,,,,
Parfait: Chocolat Second Style,PS2,2006.0,Adventure,1.22,,,,,
NBA Live 99,PS,1997.0,Sports,1.22,,,,,
Chocobo no Fushigi Dungeon,PS,1997.0,Role-Playing,1.22,,,,,
Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,1.22,86.0,29.0,9.5,150.0,E
SimCity 2000,PS,1996.0,Simulation,1.22,,,,,
Max Payne,XB,2001.0,Shooter,1.22,89.0,24.0,8.3,61.0,M
WCW Mayhem,PS,1998.0,Fighting,1.22,,,,,
NBA 2K2,PS2,2002.0,Sports,1.22,89.0,19.0,7.8,16.0,E
NASCAR Thunder 2003,PS2,,Racing,1.22,84.0,16.0,8.7,17.0,E
Cars,PS2,2006.0,Racing,1.21,71.0,30.0,8.4,12.0,E
Fuzion Frenzy,XB,2001.0,Misc,1.21,70.0,28.0,6.9,16.0,E
Call of Duty: Finest Hour,XB,2004.0,Shooter,1.21,73.0,55.0,7.8,22.0,T
Final Fantasy IV,DS,2007.0,Simulation,1.21,85.0,52.0,7.7,164.0,E10+
Star Wars: Battlefront II,PSP,2005.0,Shooter,1.21,69.0,22.0,8.5,111.0,T
Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,1.21,85.0,69.0,8.1,206.0,T
Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,1.21,86.0,41.0,8.6,184.0,E
WWE 2K16,PS4,2015.0,Sports,1.21,73.0,47.0,7.4,237.0,T
Star Wars Episode 1: Jedi Power Battles,PS,1999.0,Action,1.21,,,,,
Dino Crisis 2,PS,2000.0,Action,1.21,86.0,13.0,9.0,91.0,M
The Magical Quest starring Mickey Mouse,SNES,1992.0,Platform,1.21,,,,,
Dragon Quest IV: Michibikareshi Monotachi,PS,2001.0,Role-Playing,1.21,,,,,
Need for Speed Underground,GC,2003.0,Racing,1.21,83.0,24.0,9.0,45.0,E
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,1.21,76.0,34.0,8.3,130.0,T
Medal of Honor: Airborne,PS3,2007.0,Shooter,1.21,75.0,16.0,7.6,39.0,T
Battlefield: Hardline,XOne,2015.0,Shooter,1.21,71.0,27.0,5.1,299.0,M
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007.0,Misc,1.21,,,,,
Bayonetta,PS3,2009.0,Action,1.21,87.0,54.0,7.7,355.0,M
Test Drive 4,PS,1997.0,Racing,1.21,,,,,
Boom Blox,Wii,2008.0,Puzzle,1.21,85.0,61.0,8.6,105.0,E
World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005.0,Sports,1.2,,,,,
The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,1.2,59.0,19.0,5.1,20.0,T
The Sims 2: Castaway,Wii,2007.0,Simulation,1.2,73.0,19.0,8.2,10.0,T
FIFA Soccer 07,PSP,2006.0,Sports,1.2,,,,,
ATV Offroad Fury 3,PS2,2004.0,Racing,1.2,78.0,37.0,8.4,16.0,E
F1 2011,PS3,2011.0,Racing,1.2,82.0,36.0,7.1,55.0,E
Farming Simulator 2015,PC,2014.0,Simulation,1.2,,,,,
Pikmin 2,GC,2004.0,Strategy,1.2,90.0,54.0,9.1,137.0,E
NFL 2K,DC,1999.0,Sports,1.2,,,,,
SolarStriker,GB,1989.0,Shooter,1.2,,,,,
TwinBee,NES,1986.0,Shooter,1.2,,,,,
Ganbare Goemon! Karakuri Douchuu,NES,1986.0,Platform,1.2,,,,,
Dragon Ball Z: La Legende Saien,SNES,1993.0,Fighting,1.2,,,,,
Enter the Matrix,XB,2003.0,Action,1.2,65.0,33.0,7.1,75.0,T
Cars,PSP,2006.0,Racing,1.2,70.0,17.0,7.0,4.0,E
NHL 2002,PS2,2001.0,Sports,1.2,92.0,22.0,8.5,26.0,E
FIFA Soccer 11,PSP,2010.0,Sports,1.2,68.0,6.0,5.4,9.0,E
Nuclear Strike,PS,1997.0,Simulation,1.19,,,,,
The Simpsons: Road Rage,GBA,2003.0,Racing,1.19,55.0,14.0,6.8,9.0,E
LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,1.19,81.0,28.0,7.5,81.0,E10+
Captain Toad: Treasure Tracker,WiiU,2014.0,Puzzle,1.19,81.0,78.0,8.6,377.0,E
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002.0,Platform,1.19,71.0,4.0,7.7,7.0,E
Pro Evolution Soccer 2008,Wii,2008.0,Sports,1.19,83.0,19.0,8.4,43.0,E
Destiny: The Taken King,XOne,2015.0,Shooter,1.19,89.0,11.0,5.2,393.0,T
Scarface: The World is Yours,PS2,2006.0,Action,1.19,75.0,46.0,8.6,113.0,M
Disney's Chip 'n Dale: Rescue Rangers,NES,1990.0,Platform,1.19,,,,,
Kobe Bryant in NBA Courtside,N64,1998.0,Sports,1.19,,,,,
The Dukes of Hazzard: Racing for Home,PS,1999.0,Racing,1.19,,,,,
Hitman 2: Silent Assassin,XB,,Action,1.19,84.0,23.0,8.0,19.0,M
Disney Sing It,Wii,2008.0,Misc,1.19,,,7.13,,E
WWE SmackDown vs Raw 2008,PSP,2007.0,Fighting,1.19,68.0,11.0,7.8,15.0,T
Spider-Man: The Movie,GC,2002.0,Action,1.19,76.0,14.0,7.3,11.0,E
Final Fantasy I & II: Dawn of Souls,GBA,2004.0,Role-Playing,1.19,,,,,
Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,1.19,76.0,32.0,7.9,17.0,E
Metal Gear Solid: Portable Ops,PSP,2006.0,Action,1.18,87.0,54.0,8.2,147.0,M
Metal Gear Solid VR Missions,PS,1999.0,Adventure,1.18,,,,,
LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Action,1.18,59.0,4.0,7.13,,E
Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,1.18,,,,,
Pole Position,2600,1982.0,Racing,1.18,,,,,
Injustice: Gods Among Us,PS3,2013.0,Fighting,1.18,78.0,37.0,7.9,282.0,T
Mario Tennis,GB,2000.0,Sports,1.18,,,,,
Shenmue,DC,1999.0,Adventure,1.18,88.0,9.0,9.4,201.0,T
Pro Yakyuu Family Stadium '88,NES,1988.0,Sports,1.18,,,,,
Just Dance 4,X360,2012.0,Misc,1.18,77.0,23.0,7.7,36.0,E10+
Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,1.18,95.0,16.0,7.5,22.0,E
One Piece: Pirate Warriors,PS3,2012.0,Action,1.18,64.0,33.0,6.5,55.0,T
Super Ghouls 'n Ghosts,SNES,1991.0,Platform,1.18,,,,,
Soviet Strike,PS,1996.0,Simulation,1.17,,,,,
Gun,PS2,2005.0,Shooter,1.17,77.0,43.0,8.7,70.0,M
Ty the Tasmanian Tiger,PS2,2002.0,Platform,1.17,70.0,14.0,8.8,60.0,E
Resident Evil: Operation Raccoon City,PS3,2012.0,Action,1.17,52.0,36.0,4.9,222.0,M
Mega Man 3,NES,1990.0,Platform,1.17,,,,,
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,1.17,76.0,8.0,7.6,11.0,E10+
PokéPark Wii: Pikachu's Adventure,Wii,2009.0,Adventure,1.17,62.0,22.0,7.2,36.0,E
WWE '12,PS3,2011.0,Fighting,1.17,72.0,28.0,6.9,80.0,T
Mad Max (2015),PS4,2015.0,Action,1.17,,,,,
Romancing SaGa 2,SNES,1993.0,Role-Playing,1.17,,,,,
Mission: Impossible,N64,1997.0,Action,1.17,,,,,
Cabela's Dangerous Hunts,PS2,2003.0,Sports,1.17,57.0,4.0,8.4,37.0,T
